Region,Crop,Season,Farm_Method,Greenhouse,Area_ha,Days_Since_Spray,Pesticide_Amount_L,Temp_C,Humidity,Rainfall_7d_mm,Soil_pH,Sample_Weight_g,Year,Pesticide_Result
강원,사과,여름,유기,N,4.03,39.0,1.06,22.7,53.9,128.2,6.78,269,2018,0
충북,감귤,여름,유기,N,4.05,8.3,2.78,29.8,82.8,0.7,7.69,125,2019,1
경남,상추,가을,관행,Y,0.49,49.2,0.0,20.4,58.8,74.5,5.4,301,2020,0
제주,배추,봄,관행,N,3.31,49.3,0.71,20.1,78.3,112.3,6.66,250,2018,0
충북,포도,겨울,유기,Y,0.69,43.2,0.74,19.1,71.0,127.4,6.08,114,2020,0
강원,포도,여름,관행,N,5.2,27.9,1.27,25.3,62.2,62.9,6.76,218,2023,0
충남,토마토,가을,유기,Y,4.21,30.2,1.4,30.0,67.7,58.2,6.2,236,2021,0
전남,포도,겨울,관행,Y,2.23,42.8,1.0,25.7,74.5,58.3,6.24,248,2022,0
경북,감귤,가을,유기,N,1.6,33.2,0.7,18.3,52.1,105.8,6.71,226,2019,0
강원,배추,가을,유기,N,1.24,27.9,0.85,25.4,72.2,109.5,6.33,237,2021,0
충남,감귤,겨울,관행,Y,1.39,30.4,1.2,10.3,52.4,102.8,6.34,162,2018,0
경북,포도,가을,유기,N,1.3,35.4,0.37,19.6,57.2,85.5,6.68,100,2019,0
전남,포도,가을,유기,Y,2.14,35.6,0.55,18.8,69.8,65.1,6.29,235,2019,0
전북,감귤,여름,관행,N,0.74,3.1,2.44,32.0,67.5,7.4,6.09,209,2021,1
경남,포도,겨울,관행,N,1.87,31.6,0.57,22.6,69.5,129.7,5.61,129,2022,0
충남,감귤,봄,관행,Y,0.67,48.0,0.55,32.0,77.0,76.9,6.57,50,2023,0
경북,사과,겨울,관행,N,0.48,5.6,3.5,30.1,68.9,5.2,6.61,109,2020,1
강원,배추,겨울,유기,N,0.97,47.3,0.89,21.0,35.8,65.1,7.24,196,2022,0
충북,고추,겨울,관행,N,1.79,38.3,1.26,33.1,55.2,101.6,7.25,286,2023,0
강원,고추,겨울,유기,Y,6.07,27.1,0.67,22.2,68.5,67.2,6.45,174,2021,0
제주,고추,가을,관행,Y,3.75,3.7,2.66,32.1,63.4,9.8,6.56,160,2022,1
전북,토마토,봄,유기,N,4.26,19.5,0.25,6.9,56.3,72.4,6.35,201,2022,0
경기,감귤,여름,유기,N,1.2,17.8,1.26,25.5,63.7,61.4,5.27,276,2020,2
강원,토마토,겨울,관행,Y,3.75,35.1,0.98,24.7,80.1,86.3,6.49,170,2018,0
강원,사과,겨울,유기,N,1.86,30.4,0.92,26.0,52.5,59.0,5.18,231,2022,0
경남,사과,가을,유기,Y,0.22,25.4,1.23,27.0,71.6,125.8,5.86,339,2020,0
강원,배추,겨울,유기,Y,1.13,41.4,1.13,20.1,55.9,82.6,6.52,309,2021,0
충남,사과,겨울,관행,Y,3.02,6.3,2.39,28.4,77.8,1.5,6.43,267,2020,1
경기,상추,여름,관행,Y,2.74,37.3,1.02,17.7,67.2,133.5,6.66,134,2022,0
전북,감귤,가을,유기,N,0.42,33.0,0.78,25.2,66.7,153.4,7.3,342,2021,0
충남,포도,여름,유기,Y,0.9,45.0,1.4,21.5,64.1,52.8,6.62,326,2022,0
강원,사과,가을,관행,N,0.91,0.0,1.61,21.7,62.4,29.4,6.12,184,2020,2
충남,고추,겨울,유기,Y,2.85,23.1,0.4,23.2,69.2,105.2,6.06,306,2021,0
경남,포도,겨울,유기,Y,3.47,4.9,0.99,25.5,82.7,25.7,6.68,302,2020,1
충북,고추,여름,관행,Y,0.65,26.0,0.66,23.0,46.4,8.0,6.0,161,2022,0
경남,상추,겨울,관행,N,1.45,36.3,0.39,28.8,60.8,40.2,5.17,251,2021,0
전남,고추,봄,관행,N,0.95,45.9,0.22,18.1,70.4,57.2,5.99,275,2021,0
충북,배추,가을,유기,N,0.64,54.0,0.92,19.0,71.5,137.4,6.04,265,2022,0
전남,토마토,봄,관행,N,0.71,32.4,1.31,22.1,64.3,114.3,7.06,206,2021,0
전북,고추,겨울,관행,Y,2.59,44.6,0.61,17.0,73.8,46.3,6.91,241,2023,0
충남,토마토,여름,유기,N,2.84,29.9,1.49,17.0,54.7,108.8,7.07,236,2020,0
제주,상추,봄,유기,Y,0.64,37.9,0.9,11.5,66.9,31.0,6.62,223,2019,0
경남,배추,가을,유기,Y,2.05,17.7,0.99,20.0,71.4,55.3,7.06,228,2023,0
제주,토마토,여름,관행,Y,2.54,8.4,1.73,24.3,85.7,0.0,7.83,212,2021,1
제주,상추,봄,유기,N,2.51,26.0,0.63,32.6,69.9,74.7,6.49,196,2021,0
전남,고추,봄,관행,N,1.0,24.3,0.24,19.1,68.4,13.7,6.21,137,2021,0
제주,상추,가을,관행,Y,2.61,40.2,0.4,23.0,67.7,104.3,6.24,185,2018,0
경남,고추,여름,유기,Y,0.64,22.5,1.1,14.5,62.4,88.8,5.21,279,2023,0
경북,상추,봄,관행,Y,0.81,25.5,1.32,28.7,54.9,61.9,6.64,285,2018,0
경남,상추,겨울,관행,Y,1.51,2.9,2.26,26.9,70.9,16.6,6.63,173,2019,1
충북,고추,봄,유기,Y,2.01,40.8,1.34,9.7,65.2,81.6,7.12,183,2018,0
충북,배추,봄,관행,Y,4.06,46.4,1.29,27.8,63.0,35.4,7.52,82,2018,0
경기,사과,겨울,관행,N,3.23,30.7,0.6,14.7,30.0,94.0,5.48,297,2020,0
경남,고추,가을,유기,Y,0.78,36.7,0.76,16.7,70.4,100.5,6.63,100,2023,0
경남,토마토,가을,유기,Y,1.8,4.1,1.7,26.9,75.2,23.6,6.48,144,2018,1
충북,배추,가을,유기,Y,0.84,54.0,0.74,18.1,41.2,91.3,6.02,177,2019,0
전남,고추,겨울,유기,Y,0.4,24.1,0.43,22.3,79.6,116.4,7.89,146,2023,0
전북,포도,봄,관행,N,0.87,35.1,1.08,18.6,55.7,53.1,5.85,286,2019,0
경기,배추,봄,관행,N,3.01,26.6,0.93,24.1,66.4,15.9,6.29,217,2020,0
전북,배추,가을,관행,N,3.67,17.0,1.21,16.3,70.8,133.4,7.18,177,2019,0
전북,포도,겨울,관행,N,1.18,34.2,1.04,30.4,74.9,30.2,7.5,172,2021,0
제주,상추,겨울,유기,Y,2.28,52.9,1.1,20.7,76.3,84.0,6.11,169,2018,0
충남,사과,봄,관행,Y,3.06,21.3,1.36,24.3,63.8,82.3,6.39,184,2019,0
경남,포도,봄,관행,N,2.73,16.3,1.29,26.3,72.2,43.8,6.54,177,2022,0
강원,상추,여름,유기,N,2.93,23.4,0.96,27.6,60.0,18.6,6.4,174,2023,0
충북,상추,가을,관행,Y,1.29,35.3,0.96,28.9,74.9,48.5,5.29,210,2020,0
전북,사과,봄,유기,Y,0.61,2.3,2.86,27.5,71.5,31.1,6.3,198,2019,1
경북,고추,여름,관행,N,2.14,37.7,1.06,17.7,100.0,89.7,7.13,296,2021,0
경북,배추,가을,유기,Y,2.4,35.2,0.71,18.9,65.0,96.3,7.72,134,2020,0
충북,배추,여름,관행,Y,1.83,31.0,1.22,15.2,58.6,45.1,6.34,229,2021,0
강원,감귤,여름,유기,Y,3.08,29.5,1.06,18.7,69.3,106.9,6.25,189,2020,0
경북,감귤,봄,관행,Y,0.96,24.0,0.69,27.7,58.2,69.2,6.55,183,2022,0
충남,포도,여름,유기,Y,1.84,37.6,0.0,27.3,58.8,93.5,6.24,204,2023,0
제주,감귤,가을,관행,Y,0.8,29.8,0.24,25.1,91.2,51.1,6.31,271,2023,0
충남,사과,여름,관행,N,2.4,22.5,0.0,15.8,60.6,111.2,5.51,236,2018,0
전남,배추,여름,유기,Y,1.28,15.2,1.2,30.2,75.4,79.1,6.89,247,2022,0
전남,배추,가을,관행,Y,0.92,21.7,1.1,23.2,73.9,93.1,7.17,188,2018,0
충북,사과,여름,유기,N,7.84,44.7,1.33,16.3,67.5,126.8,7.31,157,2020,0
강원,고추,가을,유기,Y,1.29,33.8,0.76,29.8,56.8,98.3,7.45,221,2022,0
충북,포도,봄,관행,N,3.4,21.7,0.78,18.4,56.7,46.1,6.99,126,2022,0
충남,사과,겨울,유기,Y,0.99,20.6,0.36,11.9,78.8,53.4,4.96,225,2023,0
충남,고추,여름,관행,Y,2.41,32.9,0.28,20.4,59.8,42.0,6.61,203,2020,0
경북,토마토,봄,유기,N,6.31,10.6,1.57,21.6,87.6,7.4,4.9,126,2019,2
강원,고추,가을,유기,Y,1.66,49.9,0.66,29.7,63.6,83.4,7.05,181,2019,0
경남,감귤,가을,관행,Y,0.68,38.6,1.66,22.2,79.1,48.2,6.47,242,2019,0
강원,사과,여름,유기,Y,1.68,27.2,0.75,26.9,69.7,64.3,6.92,233,2021,0
강원,감귤,가을,유기,Y,0.55,44.7,0.64,27.1,75.7,85.7,5.34,126,2019,0
충남,고추,가을,유기,N,0.65,31.9,0.93,30.5,67.4,97.7,5.33,146,2022,0
전북,고추,겨울,관행,Y,3.42,41.1,0.66,22.8,66.5,103.0,6.4,104,2018,0
경기,사과,봄,유기,N,2.61,2.0,1.46,31.3,57.3,0.0,6.76,80,2023,1
전북,사과,여름,유기,N,5.09,24.5,0.34,12.3,87.6,63.7,6.12,251,2023,0
경남,토마토,겨울,유기,N,2.6,25.7,0.91,24.8,77.9,87.8,6.38,110,2022,0
충북,감귤,봄,유기,N,1.09,33.7,0.92,32.6,70.9,77.3,6.16,127,2018,0
강원,포도,겨울,관행,Y,0.61,26.9,0.36,27.8,79.0,98.8,6.75,216,2019,0
전남,고추,여름,관행,Y,0.38,33.1,0.16,19.2,69.0,86.4,6.94,265,2022,0
전남,사과,여름,유기,N,1.83,11.6,1.41,31.9,60.5,1.7,6.42,94,2018,2
경기,배추,가을,관행,N,0.51,28.3,0.9,18.8,77.7,68.6,6.02,186,2023,0
전북,사과,여름,관행,Y,1.54,38.9,1.02,22.2,66.3,87.5,5.55,145,2022,0
경기,토마토,봄,관행,Y,3.09,29.3,1.12,16.1,73.6,33.1,6.18,145,2022,0
전남,배추,겨울,관행,N,0.47,7.6,2.42,27.7,74.5,3.1,7.35,318,2022,1
전북,고추,겨울,유기,N,1.48,50.5,0.49,23.9,47.1,59.5,5.8,79,2019,0
전남,배추,여름,유기,N,4.91,32.8,0.0,25.6,66.2,81.7,5.53,297,2023,0
전남,배추,겨울,관행,Y,5.05,20.0,0.63,20.7,61.8,65.5,5.29,234,2022,0
강원,토마토,겨울,관행,Y,1.78,9.4,2.35,27.3,47.4,0.9,6.66,213,2023,1
충남,상추,봄,관행,Y,2.34,39.3,0.72,23.1,74.4,72.0,7.03,293,2018,0
충남,감귤,봄,관행,Y,0.78,23.1,1.67,26.5,59.4,42.1,6.63,203,2022,2
충남,토마토,가을,유기,N,3.19,40.4,0.36,14.1,55.1,83.3,6.47,362,2021,0
강원,상추,겨울,관행,N,1.74,33.5,1.01,23.5,69.2,72.3,5.74,108,2023,0
경북,배추,봄,관행,N,1.71,45.0,1.23,20.4,88.0,71.1,4.65,225,2022,0
충남,고추,봄,관행,N,2.77,26.5,0.7,28.9,68.5,54.2,5.28,308,2018,0
강원,상추,겨울,관행,Y,0.9,46.3,0.8,25.3,76.4,37.3,7.26,259,2020,0
전남,포도,여름,관행,Y,4.3,20.1,0.86,21.5,72.6,67.2,6.57,228,2021,0
전남,고추,겨울,유기,N,2.93,33.8,1.17,29.3,56.9,91.1,6.71,163,2021,0
전북,고추,겨울,유기,N,2.55,49.3,0.56,18.3,59.7,105.0,6.19,177,2021,0
강원,고추,여름,관행,Y,1.6,37.5,0.77,21.0,56.8,83.8,6.17,177,2019,0
경기,감귤,봄,관행,N,1.87,42.1,0.47,25.9,47.5,105.2,4.89,175,2021,0
제주,사과,겨울,관행,N,0.98,42.8,0.62,24.5,63.8,56.1,6.28,139,2021,0
충북,포도,겨울,유기,Y,4.22,25.3,0.58,26.5,44.0,58.2,6.68,261,2021,0
경기,사과,가을,유기,N,5.91,37.3,0.44,19.4,60.5,62.8,5.59,212,2020,0
경기,배추,봄,유기,Y,6.35,40.4,0.74,26.7,59.3,73.8,5.71,218,2023,0
충남,배추,가을,유기,Y,2.79,35.3,0.58,30.9,44.6,76.9,5.91,240,2018,0
충남,사과,여름,유기,N,2.9,33.7,0.42,15.8,52.0,79.8,6.05,137,2022,0
강원,사과,가을,관행,N,2.92,33.2,0.95,14.7,58.2,82.4,7.6,362,2022,0
전북,토마토,봄,관행,Y,0.44,34.3,1.53,16.4,57.7,98.2,6.28,267,2023,0
경남,사과,겨울,관행,N,2.77,44.8,1.27,20.4,57.6,92.9,6.96,349,2023,0
경남,배추,가을,관행,N,1.11,20.6,1.42,23.9,55.2,126.5,6.72,250,2023,0
강원,배추,가을,관행,N,1.29,39.8,0.39,21.4,63.0,57.4,6.09,164,2020,0
제주,고추,겨울,유기,Y,1.72,44.4,0.38,17.8,73.6,80.6,6.32,215,2018,0
전북,토마토,겨울,관행,Y,1.27,54.3,1.02,28.0,58.1,75.7,6.36,188,2021,0
전남,포도,봄,관행,Y,1.12,1.2,2.61,27.1,68.3,0.0,7.3,205,2020,1
경남,고추,겨울,유기,Y,2.43,33.6,0.28,17.9,73.4,135.3,5.67,235,2023,0
제주,토마토,겨울,유기,Y,1.17,29.3,0.72,22.2,65.4,83.5,5.32,236,2023,0
제주,사과,가을,유기,Y,0.54,7.1,2.82,28.2,64.1,20.2,6.67,214,2018,1
경남,배추,겨울,유기,Y,1.12,22.7,1.16,23.5,67.7,73.7,6.43,210,2018,0
충남,배추,봄,관행,N,1.36,32.6,2.01,16.4,74.7,32.4,6.18,299,2022,2
경기,사과,겨울,관행,Y,1.95,39.5,1.0,9.3,63.7,110.6,6.26,235,2022,0
제주,상추,겨울,관행,N,1.84,18.1,2.39,24.0,97.2,69.7,5.56,177,2022,2
전북,포도,겨울,유기,Y,1.76,37.1,0.74,30.1,67.5,55.7,6.59,342,2022,0
강원,상추,가을,유기,Y,0.43,36.8,0.8,28.8,81.6,119.5,5.74,169,2023,0
제주,포도,겨울,관행,Y,0.36,35.9,0.98,26.0,69.5,99.5,5.09,201,2020,0
경기,포도,여름,관행,Y,1.67,50.1,0.58,20.4,72.1,86.4,6.95,256,2019,0
충북,고추,여름,유기,Y,0.94,25.7,0.69,24.7,73.5,89.5,6.8,165,2019,0
충북,배추,봄,관행,N,0.76,25.9,0.47,15.3,73.0,90.5,6.77,164,2021,0
충북,포도,여름,관행,N,4.93,40.4,0.63,27.1,45.4,79.5,6.36,310,2019,0
전남,고추,가을,관행,Y,0.21,36.4,1.17,25.9,62.2,171.0,7.58,318,2022,0
경북,상추,봄,관행,N,0.74,41.0,1.01,18.5,84.1,93.7,6.07,239,2018,0
경남,토마토,봄,관행,Y,0.77,12.2,1.74,30.2,70.5,44.2,6.35,201,2019,2
경남,감귤,여름,유기,N,4.04,42.0,0.77,27.0,60.4,50.8,6.21,129,2023,0
전남,고추,여름,유기,N,0.82,29.0,0.32,19.2,52.5,58.5,6.1,173,2018,0
경남,사과,가을,관행,N,0.34,38.7,0.64,24.3,64.8,66.0,7.4,186,2021,0
강원,토마토,가을,관행,Y,2.72,30.6,0.38,17.5,62.6,100.5,7.11,178,2018,0
경북,사과,가을,유기,N,2.79,15.6,1.03,28.4,70.9,96.1,5.38,105,2018,0
경남,고추,봄,관행,Y,1.04,36.2,0.96,15.4,71.7,106.7,6.73,196,2022,0
경남,포도,가을,유기,Y,4.83,50.8,0.84,21.1,68.3,100.6,5.5,203,2019,0
강원,고추,가을,유기,Y,3.37,34.4,0.35,34.9,59.2,59.1,6.7,172,2022,0
경북,사과,여름,유기,N,1.62,23.7,0.79,26.8,51.0,131.4,5.3,166,2021,0
충북,감귤,여름,유기,Y,1.81,14.8,1.57,24.5,65.1,35.7,6.34,165,2020,2
충남,사과,겨울,유기,N,0.7,24.3,0.92,23.2,83.9,61.8,6.41,294,2020,0
강원,상추,봄,관행,N,0.58,8.0,1.71,36.4,75.4,3.8,6.41,198,2020,1
경남,상추,가을,관행,Y,0.35,24.6,1.22,20.9,57.9,70.7,6.39,83,2022,0
경남,사과,여름,유기,Y,2.62,52.9,0.77,23.7,67.0,81.3,6.8,220,2019,0
경기,사과,봄,관행,Y,5.38,39.8,0.17,25.4,80.5,111.1,6.03,141,2021,0
전북,상추,여름,관행,Y,2.7,48.5,1.63,21.0,58.8,127.0,6.08,237,2023,0
전남,감귤,봄,관행,Y,3.02,28.2,0.4,16.6,54.5,51.8,6.86,86,2018,0
경남,감귤,겨울,관행,Y,1.0,29.9,1.47,12.4,61.4,107.7,6.25,335,2022,0
충북,사과,여름,관행,N,0.52,32.3,1.37,20.5,81.3,95.3,6.38,157,2020,0
충북,배추,가을,유기,Y,2.5,60.0,0.81,22.3,65.0,70.7,6.35,180,2020,0
강원,토마토,여름,유기,Y,1.4,15.1,1.05,26.9,64.0,15.4,6.51,200,2019,0
경남,감귤,여름,유기,N,5.3,30.8,0.68,23.0,73.1,152.9,6.98,186,2020,0
전남,사과,여름,유기,N,0.47,19.0,0.26,20.0,52.9,99.2,6.34,205,2018,0
경북,감귤,봄,유기,Y,0.8,22.9,0.52,32.9,70.3,39.4,6.18,259,2020,0
전북,고추,겨울,유기,Y,2.1,43.6,1.3,28.2,56.3,97.4,5.86,140,2022,0
충남,토마토,겨울,유기,Y,1.13,7.3,1.11,28.1,74.6,13.6,6.24,153,2021,2
제주,배추,여름,유기,Y,7.53,24.8,0.63,27.4,52.8,102.9,7.89,190,2018,0
경기,상추,겨울,관행,N,2.64,13.9,0.43,21.3,76.5,50.3,6.01,263,2022,2
충남,토마토,겨울,유기,Y,1.27,33.9,0.13,25.4,64.6,97.1,5.93,74,2021,0
전북,포도,여름,유기,N,2.52,19.3,1.04,26.9,68.7,29.2,6.01,222,2021,0
제주,토마토,봄,유기,Y,3.94,37.8,0.04,21.1,62.7,85.5,6.47,254,2020,0
충남,배추,가을,관행,Y,1.15,25.5,0.26,23.3,83.1,76.1,7.08,161,2022,0
전북,포도,봄,관행,N,2.82,58.0,1.19,25.2,55.1,122.2,6.26,225,2020,0
경기,포도,여름,관행,N,1.69,50.4,0.4,20.9,64.8,113.0,7.34,296,2020,0
충북,상추,봄,유기,N,1.91,37.0,1.0,23.6,83.1,72.5,6.35,221,2022,0
경남,토마토,여름,관행,Y,0.58,0.5,2.5,30.1,71.9,6.8,6.65,98,2022,1
경북,감귤,겨울,유기,Y,0.87,47.2,0.77,23.0,64.0,82.2,5.81,156,2021,0
경남,토마토,여름,유기,N,0.21,21.2,1.1,24.3,72.5,70.8,5.96,219,2023,0
제주,포도,봄,유기,N,3.94,24.9,0.38,24.5,54.4,112.3,6.46,203,2019,0
경기,토마토,여름,유기,Y,2.31,2.8,3.47,31.5,90.4,0.0,5.07,270,2021,1
경남,토마토,가을,관행,Y,3.53,42.0,0.55,15.4,69.4,65.6,5.48,152,2019,0
충북,배추,겨울,유기,Y,1.44,29.2,0.8,26.3,53.1,50.1,5.46,247,2019,0
경북,사과,가을,관행,Y,0.28,41.7,1.24,17.0,51.6,92.9,5.2,154,2022,0
경남,포도,겨울,유기,N,2.98,13.9,0.21,24.3,58.7,42.3,6.51,286,2019,2
전북,감귤,여름,유기,Y,1.26,27.7,0.83,22.9,46.0,66.1,5.9,194,2021,0
충북,배추,가을,관행,N,0.87,26.7,1.05,21.6,72.0,59.4,5.88,124,2020,0
충남,포도,겨울,관행,Y,2.67,37.8,1.34,24.2,50.7,88.7,5.67,124,2019,0
전남,사과,가을,유기,N,2.49,29.6,1.57,28.1,61.1,98.2,6.48,258,2019,0
경기,상추,여름,유기,Y,0.54,26.2,1.05,23.6,54.8,62.9,5.82,166,2021,0
충남,배추,봄,유기,Y,1.98,36.7,0.74,22.3,60.3,57.6,5.38,192,2021,0
전남,감귤,봄,관행,N,2.3,8.8,2.8,27.4,78.7,2.9,6.51,224,2022,1
제주,포도,겨울,관행,Y,2.65,6.2,1.12,25.4,52.1,70.9,5.33,123,2018,0
전남,감귤,가을,관행,N,1.96,29.0,0.66,16.5,76.9,58.3,6.29,261,2020,0
경기,포도,여름,관행,N,1.29,51.3,1.43,16.8,58.3,80.9,5.52,157,2021,0
경북,토마토,봄,유기,N,0.32,43.5,0.21,22.2,82.4,88.9,6.53,227,2019,0
전북,사과,겨울,관행,N,1.19,36.3,0.94,27.2,68.7,86.0,5.34,114,2022,0
제주,고추,여름,관행,Y,0.69,22.6,1.23,14.8,77.9,55.2,6.84,189,2022,0
강원,토마토,봄,관행,N,2.74,1.1,2.19,23.1,64.7,11.6,7.31,157,2019,1
강원,포도,봄,관행,N,1.62,36.1,1.15,15.8,52.5,90.9,5.17,260,2021,0
강원,포도,가을,관행,N,0.31,42.3,0.61,27.1,55.9,69.5,5.7,149,2021,0
충북,상추,가을,관행,Y,1.41,28.6,1.0,27.0,71.9,102.6,5.74,148,2018,0
경남,사과,겨울,관행,Y,3.06,23.6,0.75,17.1,71.4,111.1,6.01,176,2018,0
충북,배추,봄,관행,Y,1.15,43.9,1.18,28.0,58.0,76.9,6.52,241,2019,0
전남,포도,겨울,관행,Y,1.33,36.9,1.26,38.1,48.3,59.0,5.26,160,2020,0
충북,배추,가을,관행,Y,1.21,43.3,0.81,29.5,79.2,71.6,6.48,197,2021,0
전남,사과,가을,관행,N,1.23,31.8,0.98,21.3,61.6,128.3,5.9,116,2022,0
경남,토마토,여름,관행,Y,1.48,6.1,2.65,28.3,66.1,9.2,6.0,277,2021,1
충남,감귤,겨울,관행,N,3.31,25.2,0.65,23.2,57.7,57.1,6.59,50,2021,0
제주,배추,가을,관행,Y,2.33,20.2,0.93,17.3,80.8,79.6,6.27,213,2021,0
경남,포도,여름,관행,Y,4.66,36.9,0.0,24.5,57.9,121.6,6.54,225,2020,0
경남,감귤,겨울,관행,N,1.75,47.8,1.31,17.7,65.0,93.1,5.0,237,2019,0
충북,포도,겨울,유기,Y,2.08,36.5,1.28,18.3,46.3,64.7,5.87,216,2023,0
강원,토마토,겨울,관행,Y,4.22,39.3,1.33,15.0,74.4,84.6,6.92,226,2019,0
전북,감귤,여름,유기,N,0.81,6.2,2.06,27.3,64.0,10.4,6.12,66,2019,1
경북,감귤,겨울,관행,N,2.89,9.4,1.1,19.1,59.3,57.3,6.57,224,2019,0
경기,토마토,여름,유기,Y,0.83,40.1,0.98,17.9,56.5,100.1,6.35,192,2023,0
제주,사과,가을,유기,Y,3.83,43.5,0.05,29.5,68.0,79.1,5.88,217,2023,0
전북,포도,여름,유기,Y,0.8,1.5,2.69,25.3,70.1,0.0,6.15,243,2022,1
경기,포도,여름,관행,Y,1.55,22.4,0.69,23.7,56.7,57.4,6.19,143,2020,0
경북,포도,봄,관행,N,1.79,28.7,1.47,23.8,76.7,40.3,6.19,280,2021,0
전남,상추,가을,관행,N,1.67,41.4,0.46,17.9,76.9,90.6,6.85,307,2018,0
경남,배추,가을,유기,Y,1.84,48.4,1.39,16.7,90.4,111.3,7.35,172,2019,0
경기,배추,여름,유기,Y,1.52,37.3,1.27,21.7,73.6,76.9,6.24,128,2019,0
경기,포도,봄,유기,Y,3.69,36.4,0.68,20.2,72.5,80.6,6.7,251,2020,0
제주,토마토,가을,관행,N,3.08,18.6,0.74,12.6,64.6,36.9,5.75,213,2022,0
경기,포도,가을,관행,Y,2.36,34.7,0.26,16.1,55.1,131.2,6.91,179,2019,0
강원,감귤,겨울,관행,Y,2.78,56.2,1.45,26.3,73.6,98.9,6.22,121,2020,0
경기,상추,겨울,유기,Y,2.77,40.2,0.53,18.3,50.3,98.7,7.9,217,2019,0
충남,사과,봄,관행,Y,4.71,6.6,2.02,27.1,90.7,1.6,6.52,184,2020,1
제주,고추,여름,관행,Y,2.53,20.0,0.69,26.4,71.1,83.2,6.18,200,2021,0
전남,상추,봄,유기,N,0.94,35.8,0.49,22.1,78.7,61.8,6.62,189,2023,0
경기,토마토,가을,관행,N,0.14,25.0,0.93,27.6,62.1,67.4,6.45,148,2023,0
경남,상추,가을,관행,Y,4.0,34.8,0.0,26.5,80.4,77.8,6.71,219,2019,0
충북,고추,여름,관행,Y,1.43,44.9,1.02,28.9,60.1,105.3,6.29,180,2018,0
전남,사과,봄,관행,Y,2.09,46.5,1.6,21.0,54.5,129.4,6.79,119,2018,0
충남,상추,여름,유기,N,0.88,47.6,0.5,22.6,74.5,119.2,5.89,178,2019,0
경기,사과,여름,관행,Y,0.43,35.7,0.06,20.0,52.1,19.5,7.29,152,2023,0
경기,고추,여름,유기,N,0.8,35.1,1.23,18.1,48.2,97.0,5.55,87,2019,0
충남,배추,겨울,관행,N,3.48,4.8,2.48,28.3,76.2,14.5,5.88,218,2020,1
강원,사과,겨울,유기,N,3.43,30.2,1.42,25.2,57.1,129.9,6.8,148,2023,0
경기,토마토,가을,유기,N,3.17,28.0,1.17,20.5,65.8,135.1,6.35,196,2023,0
강원,사과,가을,관행,Y,0.07,25.5,0.57,16.3,64.2,43.2,5.85,320,2019,0
경기,감귤,가을,관행,Y,1.56,28.1,1.02,20.8,47.3,53.6,6.58,244,2019,0
제주,사과,겨울,관행,N,5.05,39.0,0.96,23.1,60.9,92.3,6.57,218,2022,0
경북,상추,겨울,관행,Y,2.2,36.1,0.42,27.7,68.0,128.1,6.25,182,2023,0
경남,배추,여름,관행,Y,2.3,12.5,0.58,16.4,52.3,81.5,6.2,145,2021,0
경북,감귤,겨울,유기,Y,2.56,21.8,0.46,21.6,46.1,79.1,5.75,242,2018,0
충남,감귤,봄,유기,Y,2.48,54.5,0.78,20.8,82.3,106.2,5.58,50,2022,0
전북,고추,봄,관행,N,1.67,27.3,0.69,19.0,54.4,79.2,5.85,146,2019,0
제주,고추,가을,유기,N,1.3,44.0,0.8,26.1,47.5,109.0,6.92,97,2023,0
충북,상추,여름,관행,Y,1.89,27.9,1.34,23.0,84.7,89.7,6.14,201,2022,0
전북,감귤,여름,관행,N,2.76,29.2,1.03,5.5,54.9,103.9,6.07,166,2022,0
충북,상추,봄,관행,N,1.16,25.4,0.39,16.0,53.2,95.3,5.72,228,2020,0
경북,포도,봄,관행,N,2.04,19.0,1.05,23.7,70.0,62.2,5.01,203,2019,0
경남,고추,봄,유기,Y,1.01,35.8,0.86,19.3,87.4,135.5,6.37,171,2020,0
전북,배추,겨울,관행,Y,0.5,26.3,1.56,24.3,67.1,67.8,6.32,248,2021,0
전북,상추,겨울,유기,N,3.81,7.6,1.57,20.3,73.7,6.7,7.09,138,2021,1
제주,배추,가을,유기,N,1.75,40.0,1.04,29.0,76.6,29.0,6.14,172,2021,0
전남,포도,여름,관행,Y,2.73,14.8,2.24,32.8,74.2,1.2,6.44,279,2021,1
충남,감귤,봄,관행,N,0.59,38.2,0.11,23.6,73.4,64.5,6.87,160,2019,0
강원,상추,가을,유기,Y,0.78,7.1,1.56,31.7,80.1,17.0,5.86,246,2023,2
충남,고추,겨울,유기,N,2.53,2.6,2.01,30.8,90.3,85.1,6.3,242,2022,2
경기,포도,봄,관행,Y,1.36,37.5,0.96,14.9,79.7,73.1,6.26,208,2021,0
전북,상추,가을,관행,Y,2.3,29.1,1.19,24.5,61.2,39.7,5.98,265,2021,0
경북,포도,여름,유기,Y,1.77,30.3,0.78,25.0,65.5,50.0,5.66,240,2019,0
강원,감귤,봄,관행,Y,1.69,25.8,0.51,20.3,79.0,30.3,6.07,291,2023,0
강원,배추,여름,관행,N,3.46,44.1,1.77,34.7,58.6,25.6,6.38,158,2022,0
충북,고추,겨울,관행,N,1.4,33.1,0.39,20.5,57.6,93.4,6.96,171,2018,0
경기,사과,겨울,관행,Y,0.88,47.8,0.04,18.7,52.2,93.0,5.4,219,2018,0
충남,배추,가을,유기,Y,1.89,44.2,0.42,33.2,82.5,118.3,6.75,219,2019,0
