Play_Time,Win_Rate,Avg_Score,Missions_Completed,Items_Collected,Purchase_Amount,Guild_Member,Play_Days,Rank_Points,Event_Participation,Game_Level
146.8,0.347,4099,153,444,65.51,Y,215,1378,2,1
188.49,0.358,6151,28,821,59.23,N,78,1758,16,1
192.16,0.745,5063,98,87,272.63,Y,221,1495,3,1
94.4,0.4,7237,285,431,7.32,N,88,1708,38,1
189.9,0.25,6936,93,463,83.6,N,170,2564,36,2
175.66,0.226,5295,268,57,14.17,Y,325,823,26,1
274.35,0.51,4607,165,710,199.35,N,53,1887,11,1
75.0,0.632,5760,198,931,19.47,N,319,1456,34,1
89.56,0.808,4729,212,545,111.16,N,102,1201,25,1
101.63,0.278,7520,167,401,99.92,Y,246,2143,14,2
90.59,0.338,5118,15,639,13.84,Y,99,623,35,0
66.6,0.571,4392,276,367,111.77,Y,64,200,8,0
10.0,0.455,4311,145,366,54.01,Y,167,1635,22,0
93.92,0.538,3180,198,761,127.65,N,142,1417,27,1
142.16,0.847,5835,168,594,51.05,N,187,688,36,1
90.41,0.581,3770,199,271,112.08,N,90,474,5,0
236.12,0.491,6647,109,413,77.32,Y,357,2658,11,2
120.8,0.893,3061,253,836,111.84,N,246,1778,33,1
197.46,0.246,5191,71,533,125.97,Y,307,1512,19,1
135.69,0.852,6725,197,85,70.89,Y,285,2817,30,2
169.58,0.551,1772,175,858,61.93,N,265,2113,30,2
136.75,0.553,8027,153,743,123.59,N,56,2562,12,1
202.13,0.845,4362,11,274,54.69,N,216,792,13,1
123.36,0.555,5212,119,966,72.07,N,328,770,19,1
149.77,0.507,5857,19,952,225.63,Y,39,1870,1,0
141.98,0.391,6089,153,995,84.28,Y,171,1749,31,1
102.7,0.661,5411,207,384,140.72,Y,71,2250,4,1
144.3,0.599,6496,159,924,47.9,N,291,522,37,1
254.06,0.35,5779,228,808,110.92,Y,340,1922,31,1
103.78,0.697,7641,111,872,73.56,Y,23,2094,14,1
145.17,0.651,5783,95,551,63.28,Y,293,2062,2,1
195.47,0.478,7947,137,286,12.6,N,134,1256,31,1
188.42,0.203,6352,72,234,34.89,N,352,1811,17,1
120.7,0.513,2291,241,966,284.37,Y,10,1035,7,0
10.0,0.204,8917,243,507,76.58,Y,73,1324,17,1
151.0,0.252,4138,127,928,84.72,N,263,874,36,1
10.0,0.501,7243,238,559,158.6,N,285,1045,27,1
208.2,0.257,5040,12,539,103.39,Y,33,1355,27,1
130.17,0.393,6592,50,82,62.93,Y,62,1205,20,0
179.98,0.659,3967,88,408,63.45,N,126,1045,6,1
65.87,0.416,5939,119,560,32.37,N,17,720,37,0
26.85,0.898,4620,73,118,117.67,Y,286,2677,29,1
135.65,0.841,7369,156,170,120.69,N,246,1200,20,1
117.98,0.61,5658,239,594,85.51,N,274,1698,28,1
90.51,0.877,6404,139,255,75.04,Y,174,445,14,1
125.08,0.808,1754,137,703,121.48,Y,235,2315,29,2
286.05,0.423,4872,22,465,31.65,N,211,1600,38,1
170.07,0.725,5616,87,409,107.51,Y,254,1234,13,1
182.97,0.296,5335,243,126,234.04,Y,167,1239,0,1
170.64,0.679,6442,244,411,49.12,N,239,2022,29,2
208.77,0.544,4451,35,546,69.48,Y,237,200,34,1
108.6,0.212,5073,10,577,193.56,N,235,1005,33,1
10.0,0.392,6772,250,277,85.62,Y,319,1429,39,1
108.68,0.869,1582,56,37,148.54,Y,130,1422,13,0
168.7,0.421,5884,174,935,112.12,Y,321,3003,36,2
61.81,0.327,4499,248,958,118.94,N,15,1297,8,0
109.42,0.331,3632,237,905,46.8,N,180,2094,23,1
78.49,0.535,5505,167,297,45.54,N,164,2587,35,1
210.12,0.79,6841,116,606,135.02,Y,317,1902,36,2
164.97,0.731,6559,233,149,23.33,N,21,1096,24,1
159.09,0.506,4797,209,906,71.99,Y,83,729,21,1
157.3,0.346,6314,252,15,121.58,N,173,1947,18,1
117.77,0.232,6302,156,475,69.2,Y,298,2487,34,1
131.85,0.524,4869,282,858,75.63,N,172,1828,35,1
48.89,0.77,3960,232,728,153.69,Y,235,2240,9,1
10.0,0.711,4047,23,864,209.55,Y,69,3055,5,1
129.0,0.486,6257,91,501,360.28,N,344,2002,32,1
139.44,0.616,4937,240,104,197.46,Y,287,840,32,1
192.56,0.505,3431,39,17,58.21,Y,20,1531,3,0
214.28,0.605,2473,214,160,40.13,N,258,2322,19,2
214.2,0.562,6248,105,66,58.88,Y,51,1351,20,0
60.12,0.677,4180,66,453,123.05,N,206,2403,1,1
98.86,0.555,5496,164,60,63.85,N,260,1460,26,1
148.82,0.858,6860,279,193,48.36,N,338,1701,38,1
271.91,0.5,3037,269,425,226.87,Y,30,1290,8,1
208.81,0.211,4932,124,738,62.21,N,108,1596,31,1
187.16,0.365,4744,6,677,116.25,Y,253,1627,3,1
96.73,0.55,5570,266,67,114.06,Y,99,535,8,0
67.01,0.578,6859,269,904,12.99,N,261,1235,22,1
167.33,0.587,3006,183,554,217.67,N,71,760,36,1
53.96,0.7,5855,190,355,29.85,Y,63,1256,35,0
105.69,0.392,6547,160,388,21.02,Y,200,1023,37,1
113.11,0.665,4720,8,849,56.6,N,253,2107,39,1
215.57,0.693,4794,52,470,40.64,Y,78,2114,32,1
98.72,0.488,5628,47,253,194.81,N,319,1836,14,0
10.0,0.482,5517,274,430,102.16,Y,317,739,5,1
150.27,0.325,5874,19,77,52.35,Y,34,1441,32,0
78.06,0.49,5842,169,161,20.19,N,114,692,7,0
122.56,0.751,3527,112,321,111.03,N,205,1412,20,1
114.8,0.836,6485,6,228,66.87,Y,181,1888,30,1
103.58,0.616,6750,276,355,122.18,N,96,2095,1,1
167.42,0.41,5279,10,74,102.64,Y,195,1784,36,1
28.03,0.678,2759,257,613,41.83,Y,351,2255,12,2
88.98,0.718,4828,234,124,133.46,Y,115,1656,8,0
161.04,0.433,5292,239,224,26.58,Y,83,1360,14,1
83.15,0.779,3283,52,978,64.59,N,270,2024,18,1
23.47,0.252,4460,264,15,71.76,Y,210,2044,18,1
160.11,0.208,2886,181,286,79.61,Y,254,1185,6,1
187.39,0.286,5911,123,505,24.99,Y,237,1727,7,1
117.3,0.309,5249,205,313,188.26,N,278,1323,19,1
10.0,0.815,2531,105,327,41.75,N,267,295,9,0
162.36,0.497,5527,87,135,15.57,Y,223,1764,25,1
20.41,0.392,4915,90,429,105.05,Y,168,723,35,1
138.53,0.5,5775,172,757,281.72,N,170,1697,0,1
66.75,0.476,4413,182,592,12.91,Y,100,579,1,0
50.41,0.411,3798,75,924,155.09,N,166,1068,25,1
93.49,0.297,3844,77,702,83.99,N,222,1240,1,0
109.0,0.659,4193,284,791,25.96,N,262,2221,25,2
81.35,0.296,5028,156,437,71.3,Y,283,1180,19,1
155.32,0.743,5222,258,616,237.49,Y,140,855,18,1
